conc1_unit,u1,u2,u3,u4,n,u1cl,u2cl,u3cl,u4cl,u1num,u2num,u3num,u4num,nas,conc1_info,u1type,u2type,u3type,u4type,conc1_unit_clean,type,convert,multiplier,unit_conv
AI ml/kg sd,ml,kg sd,,,133,ml,kg,,,,,,,2,,volume,mass,,,ml/kg,volume/mass,TRUE,0.001,ml/g
AI ug/g bdwt,ug,g,,,133,ug,g,,,,,,,2,bdwt,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
AI ml/L,ml,l,,,132,ml,l,,,,,,,2,,volume,volume,,,ml/l,volume/volume,TRUE,1,ml/l
ppmw diet,ppmw,,,,132,ppm,,,,,,,,3,diet,fraction,,,,ppm,fraction,TRUE,1,ppm
umol/g diet,umol,g,,,132,umol,g,,,,,,,2,diet,mol,mass,,,umol/g,mol/mass,TRUE,1e-06,mol/g
g/m,g,m,,,129,g,m,,,,,,,2,,mass,length,,,g/m,mass/length,TRUE,0.01,g/cm
ng/egg,ng,egg,,,128,ng,egg,,,,,,,2,,mass,noscience,,,ng/egg,mass/noscience,FALSE,,
mmol/kg dry bdwt/d,mmol,kg  ,d,,128,mmol,kg,d,,,,,,1,dry,mol,mass,time,,mmol/kg/d,mol/mass/time,FALSE,,
ml/100 kg sd,ml,100 kg sd,,,125,ml,kg,,,,100,,,2,,volume,mass,,,ml/kg,volume/mass,TRUE,1e-05,ml/g
mmol/kg bdwt,mmol,kg,,,124,mmol,kg,,,,,,,2,bdwt,mol,mass,,,mmol/kg,mol/mass,TRUE,1e-06,mol/g
ug/g org/d,ug,g org,d,,122,ug,g,d,,,,,,1,,mass,mass,time,,ug/g/d,mass/mass/time,FALSE,,
ng/g wet wt,ng,g,,,122,ng,g,,,,,,,2,wet,mass,mass,,,ng/g,mass/mass,TRUE,1e-09,g/g
nmol/g,nmol,g,,,120,nmol,g,,,,,,,2,,mol,mass,,,nmol/g,mol/mass,TRUE,1e-09,mol/g
pg/g,pg,g,,,118,pg,g,,,,,,,2,,mass,mass,,,pg/g,mass/mass,TRUE,1e-12,g/g
ppb H2O,ppb h2o,,,,116,ppb,,,,,,,,3,,fraction,,,,ppb,fraction,TRUE,0.001,ppm
oz/100 gal,oz,100 gal,,,116,oz,gal,,,,100,,,2,,volume,volume,,,oz/gal,volume/volume,FALSE,,
mg/kg egg,mg,kg,,,116,mg,kg,,,,,,,2, egg,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
AI g/300 L,g,300 l,,,114,g,l,,,,300,,,2,,mass,volume,,,g/l,mass/volume,TRUE,3333.33333333333,ug/l
mg/cntr,mg,cntr,,,114,mg,cntr,,,,,,,2,,mass,noscience,,,mg/cntr,mass/noscience,FALSE,,
lb/cwt sd,lb,cwt sd,,,113,lb,cwt,,,,,,,2,,mass,noscience,,,lb/cwt,mass/noscience,FALSE,,
ug/cm3,ug,cm3,,,112,ug,cm3,,,,,,,2,,mass,volume,,,ug/cm3,mass/volume,TRUE,1000,ug/l
pM,pmol,l,,,111,pmol,l,,,,,,,2,,mol,volume,,,pmol/l,mol/volume,TRUE,1e-12,mol/l
AI mg/L fd,mg,l,,,110,mg,l,,,,,,,2,fd,mass,volume,,,mg/l,mass/volume,TRUE,1000,ug/l
ppm soil,ppm,,,,109,ppm,,,,,,,,3,soil,fraction,,,,ppm,fraction,TRUE,1,ppm
AI uM,umol,l,,,108,umol,l,,,,,,,2,,mol,volume,,,umol/l,mol/volume,TRUE,1e-06,mol/l
ul/egg,ul,egg,,,107,ul,egg,,,,,,,2,,volume,noscience,,,ul/egg,volume/noscience,FALSE,,
% WSF,%,,,,105,%,,,,,,,,3,,percentage,,,,%,percentage,FALSE,,
ppt,ppt,,,,105,ppt,,,,,,,,3,,fraction,,,,ppt,fraction,TRUE,1e-06,ppm
mg/g soil,mg,g,,,103,mg,g,,,,,,,2,soil,mass,mass,,,mg/g,mass/mass,TRUE,0.001,g/g
ml/acre,ml,acre,,,102,ml,acre,,,,,,,2,,volume,area,,,ml/acre,volume/area,TRUE,0.000247104393046628,ml/m2
mmol/kg/d,mmol,kg,d,,101,mmol,kg,d,,,,,,1,,mol,mass,time,,mmol/kg/d,mol/mass/time,FALSE,,
AI g/feddan,g,feddan,,,100,g,feddan,,,,,,,2,,mass,area,,,g/feddan,mass/area,FALSE,,
ml/eu,ml,eu,,,100,ml,eu,,,,,,,2,,volume,experimentalunit,,,ml/eu,volume/experimentalunit,FALSE,,
ng/g dry wt,ng,g,,,99,ng,g,,,,,,,2,dry,mass,mass,,,ng/g,mass/mass,TRUE,1e-09,g/g
g/org/d,g,org,d,,98,g,org,d,,,,,,1,,mass,organism,time,,g/org/d,mass/organism/time,FALSE,,
nmol,nmol,,,,98,nmol,,,,,,,,3,,mol,,,,nmol,mol,FALSE,,
uM/ml,umol,l,ml,,96,umol,l,ml,,,,,,1,,mol,volume,volume,,umol/l/ml,mol/volume/volume,FALSE,,
ug/g bdwt/d,ug,g ,d,,95,ug,g,d,,,,,,1,bdwt,mass,mass,time,,ug/g/d,mass/mass/time,FALSE,,
cm3/l,cm3,l,,,93,cm3,l,,,,,,,2,,volume,volume,,,cm3/l,volume/volume,TRUE,1,ml/l
mg/L media,mg,l,,,93,mg,l,,,,,,,2,media,mass,volume,,,mg/l,mass/volume,TRUE,1000,ug/l
% dry wght,%  wg,,,,92,%,,,,,,,,3,dry,percentage,,,,%,percentage,FALSE,,
ug/ul,ug,ul,,,91,ug,ul,,,,,,,2,,mass,volume,,,ug/ul,mass/volume,TRUE,1e+06,ug/l
ng/org/d,ng,org,d,,91,ng,org,d,,,,,,1,,mass,organism,time,,ng/org/d,mass/organism/time,FALSE,,
umol/eu,umol,eu,,,91,umol,eu,,,,,,,2,,mol,experimentalunit,,,umol/eu,mol/experimentalunit,FALSE,,
ml/plot,ml,plot,,,91,ml,plot,,,,,,,2,,volume,noscience,,,ml/plot,volume/noscience,FALSE,,
ppm/d,ppm,d,,,90,ppm,d,,,,,,,2,,fraction,time,,,ppm/d,fraction/time,TRUE,1,ppm/d
g/3.79 L,g,3.79 l,,,90,g,l,,,,3.79,,,2,,mass,volume,,,g/l,mass/volume,TRUE,263852.242744063,ug/l
mBq/ml,mbq,ml,,,89,mbq,ml,,,,,,,2,,radioactivity,volume,,,mBq/ml,radioactivity/volume,TRUE,1,Bq/l
ml/kg/d,ml,kg,d,,89,ml,kg,d,,,,,,1,,volume,mass,time,,ml/kg/d,volume/mass/time,FALSE,,
AI g/100 m,g,100 m,,,87,g,m,,,,100,,,2,,mass,length,,,g/m,mass/length,TRUE,1e-04,g/cm
g/acre,g,acre,,,87,g,acre,,,,,,,2,,mass,area,,,g/acre,mass/area,TRUE,0.000247104393046628,g/m2
IU/kg,iu,kg,,,86,iu,kg,,,,,,,2,,noscience,mass,,,iu/kg,noscience/mass,FALSE,,
fl oz/acre,fl oz,acre,,,83,fl oz,acre,,,,,,,2,,volume,area,,,fl oz/acre,volume/area,FALSE,,
ug/g eu,ug,g eu,,,83,ug,g,,,,,,,2,,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
AI g/acre,g,acre,,,83,g,acre,,,,,,,2,,mass,area,,,g/acre,mass/area,TRUE,0.000247104393046628,g/m2
AI ug/g dry fd,ug,g,,,82,ug,g,,,,,,,2,dry,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
ml/m,ml,m,,,79,ml,m,,,,,,,2,,volume,length,,,ml/m,volume/length,TRUE,0.01,ml/cm
AI ug/g dry soil,ug,g,,,79,ug,g,,,,,,,2,dry,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
% w/w diet,% w,w,,,79,% w,w,,,,,,,2,diet,percentage,noscience,,,% w/w,percentage/noscience,FALSE,,
fibers/L,fibers,l,,,78,fibers,l,,,,,,,2,,noscience,volume,,,fibers/l,noscience/volume,FALSE,,
ug/h,ug,h,,,77,ug,h,,,,,,,2,,mass,time,,,ug/h,mass/time,TRUE,2.4e-05,g/d
AI lb/11 gal/acre,lb,11 gal,acre,,77,lb,gal,acre,,,11,,,1,,mass,volume,area,,lb/gal/acre,mass/volume/area,FALSE,,
ae g/L,g,l,,,76,g,l,,,,,,,2,ae,mass,volume,,,g/l,mass/volume,TRUE,1e+06,ug/l
AI mg/kg/d,mg,kg,d,,75,mg,kg,d,,,,,,1,,mass,mass,time,,mg/kg/d,mass/mass/time,FALSE,,
ug/mg,ug,mg,,,74,ug,mg,,,,,,,2,,mass,mass,,,ug/mg,mass/mass,TRUE,0.001,g/g
AI g/ml,g,ml,,,74,g,ml,,,,,,,2,,mass,volume,,,g/ml,mass/volume,TRUE,1e+09,ug/l
AI g/kg soil,g,kg,,,73,g,kg,,,,,,,2,soil,mass,mass,,,g/kg,mass/mass,TRUE,0.001,g/g
g/100ml,g,100ml,,,73,g,ml,,,,100,,,2,,mass,volume,,,g/ml,mass/volume,TRUE,1e+07,ug/l
cpm/ml,cpm,ml,,,73,cpm,ml,,,,,,,2,,counts,volume,,,cpm/ml,counts/volume,FALSE,,
mmol/kg dry fd/d,mmol,kg  ,d,,72,mmol,kg,d,,,,,,1,dry,mol,mass,time,,mmol/kg/d,mol/mass/time,FALSE,,
AI umol/kg dry soil,umol,kg,,,72,umol,kg,,,,,,,2,dry,mol,mass,,,umol/kg,mol/mass,TRUE,1e-09,mol/g
IU,iu,,,,72,iu,,,,,,,,3,,noscience,,,,iu,noscience,FALSE,,
AI mg/cm2,mg,cm2,,,71,mg,cm2,,,,,,,2,,mass,area,,,mg/cm2,mass/area,TRUE,10,g/m2
nmol/org,nmol,org,,,71,nmol,org,,,,,,,2,,mol,organism,,,nmol/org,mol/organism,FALSE,,
kg/500 m2,kg,500 m2,,,71,kg,m2,,,,500,,,2,,mass,area,,,kg/m2,mass/area,TRUE,2,g/m2
ug/mg food,ug,mg,,,71,ug,mg,,,,,,,2,food,mass,mass,,,ug/mg,mass/mass,TRUE,0.001,g/g
ng/g org/d,ng,g org,d,,70,ng,g,d,,,,,,1,,mass,mass,time,,ng/g/d,mass/mass/time,FALSE,,
qt/acre,qt,acre,,,70,qt,acre,,,,,,,2,,volume,area,,,qt/acre,volume/area,FALSE,,
ae ppm,ppm,,,,70,ppm,,,,,,,,3,ae,fraction,,,,ppm,fraction,TRUE,1,ppm
AI g/200 L,g,200 l,,,70,g,l,,,,200,,,2,,mass,volume,,,g/l,mass/volume,TRUE,5000,ug/l
AI g/cm of dbh,g,cm of dbh,,,70,g,cm,,,,,,,2,,mass,length,,,g/cm,mass/length,TRUE,1,g/cm
g/100g,g,100g,,,68,g,g,,,,100,,,2,,mass,mass,,,g/g,mass/mass,TRUE,0.01,g/g
Bq/ml,bq,ml,,,68,bq,ml,,,,,,,2,,radioactivity,volume,,,Bq/ml,radioactivity/volume,TRUE,1000,Bq/l
N,n,,,,68,n,,,,,,,,3,,noscience,,,,n,noscience,FALSE,,
pt/acre,pt,acre,,,68,pt,acre,,,,,,,2,,volume,area,,,pt/acre,volume/area,TRUE,0.116923991836428,ml/m2
ug/g lipid diet,ug,g lipid,,,68,ug,g,,,,,,,2,diet,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
AI g/L soil,g,l,,,67,g,l,,,,,,,2,soil,mass,volume,,,g/l,mass/volume,TRUE,1e+06,ug/l
pg/ml,pg,ml,,,66,pg,ml,,,,,,,2,,mass,volume,,,pg/ml,mass/volume,TRUE,0.001,ug/l
nmol/kg,nmol,kg,,,66,nmol,kg,,,,,,,2,,mol,mass,,,nmol/kg,mol/mass,TRUE,1e-12,mol/g
AI ug/g,ug,g,,,66,ug,g,,,,,,,2,,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
ul/kg,ul,kg,,,66,ul,kg,,,,,,,2,,volume,mass,,,ul/kg,volume/mass,TRUE,1e-06,ml/g
AI oz/100 gal,oz,100 gal,,,66,oz,gal,,,,100,,,2,,volume,volume,,,oz/gal,volume/volume,FALSE,,
ug/kg/mi,ug,kg,mi,,66,ug,kg,mi,,,,,,1,,mass,mass,time,,ug/kg/mi,mass/mass/time,FALSE,,
% sat,% sat,,,,65,%,,,,,,,,3,,percentage,,,,%,percentage,FALSE,,
AI oz/1000 ft,oz,1000 ft,,,65,oz,ft,,,,1000,,,2,,volume,length,,,oz/ft,volume/length,TRUE,0.000970260211614173,ml/cm
ug/50 g bdwt,ug,50 g,,,65,ug,g,,,,50,,,2,bdwt,mass,mass,,,ug/g,mass/mass,TRUE,2e-08,g/g
AI mg/org,mg,org,,,64,mg,org,,,,,,,2,,mass,organism,,,mg/org,mass/organism,FALSE,,
mg/fish,mg,fish,,,64,mg,fish,,,,,,,2,,mass,noscience,,,mg/fish,mass/noscience,FALSE,,
Bq/L,bq,l,,,63,bq,l,,,,,,,2,,radioactivity,volume,,,Bq/l,radioactivity/volume,TRUE,1,Bq/l
AI ug/kg soil,ug,kg,,,63,ug,kg,,,,,,,2,soil,mass,mass,,,ug/kg,mass/mass,TRUE,1e-09,g/g
uM/L,umol,l,l,,61,umol,l,l,,,,,,1,,mol,volume,volume,,umol/l/l,mol/volume/volume,FALSE,,
ml/3.79 L,ml,3.79 l,,,61,ml,l,,,,3.79,,,2,,volume,volume,,,ml/l,volume/volume,TRUE,0.263852242744063,ml/l
ug/g wet fd/d,ug,g  ,d,,61,ug,g,d,,,,,,1,wet,mass,mass,time,,ug/g/d,mass/mass/time,FALSE,,
ul/g bdwt,ul,g,,,60,ul,g,,,,,,,2,bdwt,volume,mass,,,ul/g,volume/mass,TRUE,0.001,ml/g
uM/kg,umol,l,kg,,60,umol,l,kg,,,,,,1,,mol,volume,mass,,umol/l/kg,mol/volume/mass,FALSE,,
oz/cwt,oz,cwt,,,60,oz,cwt,,,,,,,2,,volume,noscience,,,oz/cwt,volume/noscience,FALSE,,
g/gal,g,gal,,,59,g,gal,,,,,,,2,,mass,volume,,,g/gal,mass/volume,FALSE,,
ai lb/ha,lb,ha,,,59,lb,ha,,,,,,,2,ai ,mass,area,,,lb/ha,mass/area,TRUE,0.045359237,g/m2
fl oz/100 gal,fl oz,100 gal,,,58,fl oz,gal,,,,100,,,2,,volume,volume,,,fl oz/gal,volume/volume,FALSE,,
g/hL,g,hl,,,57,g,hl,,,,,,,2,,mass,volume,,,g/hl,mass/volume,TRUE,10000,ug/l
AI 0/00,‰,,,,57,‰,,,,,,,,3,,percentage,,,,‰,percentage,FALSE,,
kg/org,kg,org,,,57,kg,org,,,,,,,2,,mass,organism,,,kg/org,mass/organism,FALSE,,
ug/2 org/d,ug,2 org,d,,56,ug,org,d,,,2,,,1,,mass,organism,time,,ug/org/d,mass/organism/time,FALSE,,
g/d,g,d,,,56,g,d,,,,,,,2,,mass,time,,,g/d,mass/time,TRUE,1,g/d
umol/kg/mi,umol,kg,mi,,56,umol,kg,mi,,,,,,1,,mol,mass,time,,umol/kg/mi,mol/mass/time,FALSE,,
nmol/ml,nmol,ml,,,56,nmol,ml,,,,,,,2,,mol,volume,,,nmol/ml,mol/volume,TRUE,1e-06,mol/l
ug/kg org/d,ug,kg org,d,,55,ug,kg,d,,,,,,1,,mass,mass,time,,ug/kg/d,mass/mass/time,FALSE,,
g/946 ml,g,946 ml,,,55,g,ml,,,,946,,,2,,mass,volume,,,g/ml,mass/volume,TRUE,1057082.45243129,ug/l
ng/mg,ng,mg,,,54,ng,mg,,,,,,,2,,mass,mass,,,ng/mg,mass/mass,TRUE,1e-06,g/g
oz,oz,,,,53,oz,,,,,,,,3,,volume,,,,oz,volume,TRUE,29.57353125,ml
mg/egg,mg,egg,,,53,mg,egg,,,,,,,2,,mass,noscience,,,mg/egg,mass/noscience,FALSE,,
kg,kg,,,,53,kg,,,,,,,,3,,mass,,,,kg,mass,TRUE,1000,g
AI g/100 gal,g,100 gal,,,53,g,gal,,,,100,,,2,,mass,volume,,,g/gal,mass/volume,FALSE,,
ug/100 g bdwt/d,ug,100 g ,d,,53,ug,g,d,,,100,,,1,bdwt,mass,mass,time,,ug/g/d,mass/mass/time,FALSE,,
ng/kg fd,ng,kg,,,53,ng,kg,,,,,,,2,fd,mass,mass,,,ng/kg,mass/mass,TRUE,1e-12,g/g
oz/gal,oz,gal,,,52,oz,gal,,,,,,,2,,volume,volume,,,oz/gal,volume/volume,FALSE,,
ng/eu,ng,eu,,,52,ng,eu,,,,,,,2,,mass,experimentalunit,,,ng/eu,mass/experimentalunit,FALSE,,
nCi/L,nci,l,,,52,nci,l,,,,,,,2,,radioactivity,volume,,,nCi/l,radioactivity/volume,TRUE,37,Bq/l
g h/m3,g h,m3,,,52,g,m3,,,,,,,2,,mass,volume,,,g/m3,mass/volume,TRUE,1000,ug/l
ug/g pellet,ug,g pellet,,,52,ug,g,,,,,,,2,,mass,mass,,,ug/g,mass/mass,TRUE,1e-06,g/g
g/100 g sd,g,100 g sd,,,51,g,g,,,,100,,,2,,mass,mass,,,g/g,mass/mass,TRUE,0.01,g/g
pg/ul,pg,ul,,,51,pg,ul,,,,,,,2,,mass,volume,,,pg/ul,mass/volume,TRUE,1,ug/l
mg/100ml diet,mg,100ml,,,51,mg,ml,,,,100,,,2,diet,mass,volume,,,mg/ml,mass/volume,TRUE,10000,ug/l
mg/ml fd,mg,ml,,,51,mg,ml,,,,,,,2,fd,mass,volume,,,mg/ml,mass/volume,TRUE,1e+06,ug/l
AI M,mol,l,,,51,mol,l,,,,,,,2,,mol,volume,,,mol/l,mol/volume,TRUE,1,mol/l
ng/g bdwt/d,ng,g ,d,,51,ng,g,d,,,,,,1,bdwt,mass,mass,time,,ng/g/d,mass/mass/time,FALSE,,
AI g/100000 sd,g,100000 sd,,,50,g,sd,,,,1e+05,,,2,,mass,noscience,,,g/sd,mass/noscience,FALSE,,
dpm,dpm,,,,50,dpm,,,,,,,,3,,radioactivity,,,,dpm,radioactivity,FALSE,,
ng/g wet wt diet,ng,g,,,50,ng,g,,,,,,,2,wet,mass,mass,,,ng/g,mass/mass,TRUE,1e-09,g/g
ug/kg org,ug,kg org,,,50,ug,kg,,,,,,,2,,mass,mass,,,ug/kg,mass/mass,TRUE,1e-09,g/g
mmol/kg fd,mmol,kg,,,50,mmol,kg,,,,,,,2,fd,mol,mass,,,mmol/kg,mol/mass,TRUE,1e-06,mol/g
g/3 kg seed,g,3 kg seed,,,50,g,kg,,,,3,,,2,,mass,mass,,,g/kg,mass/mass,TRUE,0.000333333333333333,g/g
ml/100ml,ml,100ml,,,50,ml,ml,,,,100,,,2,,volume,volume,,,ml/ml,volume/volume,TRUE,10,ml/l
ppm dry wt,ppm,,,,49,ppm,,,,,,,,3,dry,fraction,,,,ppm,fraction,TRUE,1,ppm
gal/100 gal,gal,100 gal,,,49,gal,gal,,,,100,,,2,,volume,volume,,,gal/gal,volume/volume,TRUE,10,ml/l
nmol/egg,nmol,egg,,,49,nmol,egg,,,,,,,2,,mol,noscience,,,nmol/egg,mol/noscience,FALSE,,
mg/kg wet fd,mg,kg,,,49,mg,kg,,,,,,,2,wet,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
ug/mg org,ug,mg org,,,48,ug,mg,,,,,,,2,,mass,mass,,,ug/mg,mass/mass,TRUE,0.001,g/g
ppm-hour,ppm-hour,,,,48,ppm,,,,,,,,3,,fraction,,,,ppm,fraction,TRUE,1,ppm
% wght,% wg,,,,48,% w,,,,,,,,3,ht,percentage,,,,% w,percentage,FALSE,,
pt,pt,,,,48,pt,,,,,,,,3,,volume,,,,pt,volume,TRUE,473.1765,ml
ug/m2,ug,m2,,,48,ug,m2,,,,,,,2,,mass,area,,,ug/m2,mass/area,TRUE,1e-06,g/m2
ng/g org,ng,g org,,,47,ng,g,,,,,,,2,,mass,mass,,,ng/g,mass/mass,TRUE,1e-09,g/g
nmol/kg/mi,nmol,kg,mi,,47,nmol,kg,mi,,,,,,1,,mol,mass,time,,nmol/kg/mi,mol/mass/time,FALSE,,
mmol/d,mmol,d,,,47,mmol,d,,,,,,,2,,mol,time,,,mmol/d,mol/time,FALSE,,
umol/egg,umol,egg,,,47,umol,egg,,,,,,,2,,mol,noscience,,,umol/egg,mol/noscience,FALSE,,
AI g/dm3,g,dm3,,,46,g,dm3,,,,,,,2,,mass,volume,,,g/dm3,mass/volume,TRUE,1e+06,ug/l
mCi/mmol,mci,mmol,,,46,mci,mmol,,,,,,,2,,radioactivity,mol,,,mCi/mmol,radioactivity/mol,FALSE,,
mol/ha,mol,ha,,,46,mol,ha,,,,,,,2,,mol,area,,,mol/ha,mol/area,FALSE,,
kg/hL,kg,hl,,,46,kg,hl,,,,,,,2,,mass,volume,,,kg/hl,mass/volume,TRUE,1e+07,ug/l
ml/929 cm2,ml,929 cm2,,,46,ml,cm2,,,,929,,,2,,volume,area,,,ml/cm2,volume/area,TRUE,10.7642626480086,ml/m2
lb/1000 ft2,lb,1000 ft2,,,46,lb,ft2,,,,1000,,,2,,mass,area,,,lb/ft2,mass/area,TRUE,4.88242763638305,g/m2
ug/lf,ug,lf,,,45,ug,l,,,,,,,2,,mass,volume,,,ug/l,mass/volume,TRUE,1,ug/l
L/10 ac,l,10 acre,,,45,l,acre,,,,10,,,2,,volume,area,,,l/acre,volume/area,TRUE,0.0247104393046628,ml/m2
mg/ha,mg,ha,,,45,mg,ha,,,,,,,2,,mass,area,,,mg/ha,mass/area,TRUE,1e-07,g/m2
mg/kg litter,mg,kg litter,,,44,mg,kg,,,,,,,2,,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
AI ng/mL,ng,ml,,,44,ng,ml,,,,,,,2,,mass,volume,,,ng/ml,mass/volume,TRUE,1,ug/l
AI ug,ug,,,,44,ug,,,,,,,,3,,mass,,,,ug,mass,TRUE,1e-06,g
ng/ul,ng,ul,,,44,ng,ul,,,,,,,2,,mass,volume,,,ng/ul,mass/volume,TRUE,1000,ug/l
AI g/L fd,g,l,,,44,g,l,,,,,,,2,fd,mass,volume,,,g/l,mass/volume,TRUE,1e+06,ug/l
nmol/g dry wt,nmol,g,,,44,nmol,g,,,,,,,2,dry,mol,mass,,,nmol/g,mol/mass,TRUE,1e-09,mol/g
ul/g,ul,g,,,43,ul,g,,,,,,,2,,volume,mass,,,ul/g,volume/mass,TRUE,0.001,ml/g
umol/g wet wt,umol,g,,,43,umol,g,,,,,,,2,wet,mol,mass,,,umol/g,mol/mass,TRUE,1e-06,mol/g
kg/feddan,kg,feddan,,,42,kg,feddan,,,,,,,2,,mass,area,,,kg/feddan,mass/area,FALSE,,
AI ml/100 L,ml,100 l,,,42,ml,l,,,,100,,,2,,volume,volume,,,ml/l,volume/volume,TRUE,0.01,ml/l
AI ug/mg 100 ml solv,ug,mg 100 ml solv,,,42,ug,mg,,,,100,,,2,,mass,mass,,,ug/mg,mass/mass,TRUE,1e-05,g/g
AI mg/2 L fd,mg,2 l,,,41,mg,l,,,,2,,,2,fd,mass,volume,,,mg/l,mass/volume,TRUE,500,ug/l
umol/mol C,umol,mol c,,,41,umol,mol,,,,,,,2,,mol,mol,,,umol/mol,mol/mol,FALSE,,
AI ng/eu,ng,eu,,,41,ng,eu,,,,,,,2,,mass,experimentalunit,,,ng/eu,mass/experimentalunit,FALSE,,
g/250 L,g,250 l,,,40,g,l,,,,250,,,2,,mass,volume,,,g/l,mass/volume,TRUE,4000,ug/l
cwt/acre,cwt,acre,,,40,cwt,acre,,,,,,,2,,noscience,area,,,cwt/acre,noscience/area,FALSE,,
tons/ha,tons,ha,,,40,tons,ha,,,,,,,2,,mass,area,,,tons/ha,mass/area,TRUE,90.718474,g/m2
mg/100g sd,mg,100g sd,,,40,mg,g,,,,100,,,2,,mass,mass,,,mg/g,mass/mass,TRUE,1e-05,g/g
mg/kg/org,mg,kg,org,,40,mg,kg,org,,,,,,1,,mass,mass,organism,,mg/kg/org,mass/mass/organism,FALSE,,
kg/eu,kg,eu,,,40,kg,eu,,,,,,,2,,mass,experimentalunit,,,kg/eu,mass/experimentalunit,FALSE,,
ug/g/d,ug,g,d,,39,ug,g,d,,,,,,1,,mass,mass,time,,ug/g/d,mass/mass/time,FALSE,,
AI g/hl,g,hl,,,39,g,hl,,,,,,,2,,mass,volume,,,g/hl,mass/volume,TRUE,10000,ug/l
g/100g diet,g,100g,,,39,g,g,,,,100,,,2,diet,mass,mass,,,g/g,mass/mass,TRUE,0.01,g/g
ai mg/kg org,mg,kg org,,,39,mg,kg,,,,,,,2,ai ,mass,mass,,,mg/kg,mass/mass,TRUE,1e-06,g/g
ng/0.5 ml,ng,0.5 ml,,,39,ng,ml,,,,0.5,,,2,,mass,volume,,,ng/ml,mass/volume,TRUE,2,ug/l
ml/25 ml,ml,25 ml,,,38,ml,ml,,,,25,,,2,,volume,volume,,,ml/ml,volume/volume,TRUE,40,ml/l
umol/kg soil,umol,kg,,,38,umol,kg,,,,,,,2,soil,mol,mass,,,umol/kg,mol/mass,TRUE,1e-09,mol/g
g/ton,g,ton,,,38,g,t,,,,,,,2,,mass,mass,,,g/t,mass/mass,TRUE,1e-06,g/g
AI kg/feddan,kg,feddan,,,38,kg,feddan,,,,,,,2,,mass,area,,,kg/feddan,mass/area,FALSE,,
% bt,%,,,,38,%,,,,,,,,3,bt,percentage,,,,%,percentage,FALSE,,
nmol/g food,nmol,g,,,38,nmol,g,,,,,,,2,food,mol,mass,,,nmol/g,mol/mass,TRUE,1e-09,mol/g
ml/kg soil,ml,kg,,,38,ml,kg,,,,,,,2,soil,volume,mass,,,ml/kg,volume/mass,TRUE,0.001,ml/g
lb,lb,,,,37,lb,,,,,,,,3,,mass,,,,lb,mass,TRUE,453.59237,g
ai oz/bu,oz,bu,,,37,oz,bu,,,,,,,2,ai ,volume,volume,,,oz/bu,volume/volume,TRUE,0.839225645001415,ml/l
ml/kg org/d,ml,kg org,d,,37,ml,kg,d,,,,,,1,,volume,mass,time,,ml/kg/d,volume/mass/time,FALSE,,
ml/100 g bdwt,ml,100 g,,,37,ml,g,,,,100,,,2,bdwt,volume,mass,,,ml/g,volume/mass,TRUE,0.01,ml/g
ae M,mol,l,,,37,mol,l,,,,,,,2,ae,mol,volume,,,mol/l,mol/volume,TRUE,1,mol/l
um,um,,,,36,u,,,,,,,,3,,noscience,,,,u,noscience,FALSE,,
g/60 cm,g,60 cm,,,36,g,cm,,,,60,,,2,,mass,length,,,g/cm,mass/length,TRUE,0.0166666666666667,g/cm
ml/500 ml,ml,500 ml,,,36,ml,ml,,,,500,,,2,,volume,volume,,,ml/ml,volume/volume,TRUE,2,ml/l
ml/92.9 m2,ml,92.9 m2,,,36,ml,m2,,,,92.9,,,2,,volume,area,,,ml/m2,volume/area,TRUE,0.0107642626480086,ml/m2
mmol/ g food,mmol, g,,,36,mmol,g,,,,,,,2,food,mol,mass,,,mmol/g,mol/mass,TRUE,0.001,mol/g
AI g/10 m,g,10 m,,,36,g,m,,,,10,,,2,,mass,length,,,g/m,mass/length,TRUE,0.001,g/cm
neq/g,neq,g,,,36,neq,g,,,,,,,2,,noscience,mass,,,neq/g,noscience/mass,FALSE,,
AI g/100 g sd,g,100 g sd,,,36,g,g,,,,100,,,2,,mass,mass,,,g/g,mass/mass,TRUE,0.01,g/g
meq/L,meq,l,,,36,meq,l,,,,,,,2,,noscience,volume,,,meq/l,noscience/volume,FALSE,,
AI mg,mg,,,,36,mg,,,,,,,,3,,mass,,,,mg,mass,TRUE,0.001,g
% vol,% vol,,,,36,% v,,,,,,,,3,,percentage,,,,% v,percentage,FALSE,,
mg/200 ml,mg,200 ml,,,35,mg,ml,,,,200,,,2,,mass,volume,,,mg/ml,mass/volume,TRUE,5000,ug/l
mol,mol,,,,35,mol,,,,,,,,3,,mol,,,,mol,mol,FALSE,,
granules,granules,,,,35,g,,,,,,,,3,,mass,,,,g,mass,TRUE,1,g
