conc1_info,conc1_unit_clean,conv,multiplier,unit_conv,unit_type,result_id,casnr,molecularweight,n,conc1_mean,conc1_unit,conc1_mean2,conc1_unit2,conc1_mean3,conc1_unit3,NOTE
AI ,ml/kg,yes,0.001,ml/g,volume/mass,1135541,138261413,255.66,5,0.116,AI ml/kg diet,0.000116,ml/g,,,
AI ,ml/org,no,,,volume/organism,2038160,82657043,422.9,5,2,AI ml/org,2,AI ml/org,,,
AI ,ppm/v,no,,,fraction/volume,2321583,1929824,230.9,5,10,AI ppmw/soil vol,10,AI ppmw/soil vol,,,
bdwt,iu/g,no,,,noscience/mass,800880,9002602,,5,2,IU/100 g bdwt,2,IU/100 g bdwt,,,
,mBq,yes,0.001,Bq,radioactivity,1123163,7681825,149.8942,5,3.7,MBq,0.0037,Bq,0.0037,Bq,
,,no,,,,1152808,133062,300.6,5,0.005,RA,0.005,RA,,,
soil,g/kg,yes,833.333333333333,mg/kg,mass/mass,2385741,13462867,,5,955,g/1.2 kg soil,795833.333333333,mg/kg,,,
,g/l,yes,1000,ug/l,mass/volume,2255006,23103982,238.29,5,8.8,g/1000 L,8800,ug/l,,,
,g/l,yes,62500,ug/l,mass/volume,1062796,8018017,541.1,5,75,g/16 L,4687500,ug/l,,,
,g/l,yes,266666.666666667,ug/l,mass/volume,2363088,69327760,305.4,5,0.65,g/3.75 L,173333.333333334,ug/l,,,
,g/d,yes,1,g/d,mass/time,1018765,631618,77.08,5,20,g/dl,20,g/d,,,
bdwt,g/kg/h,no,,,mass/mass/time,1153833,64175,46.07,5,1,g/kg bdwt/h,1,g/kg bdwt/h,,,
,g/plot,no,,,mass/noscience,2402675,133062,300.6,5,0.36,g/plot,0.36,g/plot,,,
,g/sd,no,,,mass/noscience,2444284,137268,240.4,5,0.0025,g/sd,0.0025,g/sd,,,
,kg/acre,yes,0.024710439304663,g/m2,mass/area,1127413,138261413,255.66,5,3,kg/10 ac,0.074131317913988,g/m2,,,
,m/cm,no,,,length/length,741610,7647145,58.44,5,4.5,mS/cm,4.5,mS/cm,,,
soil,mg/g,yes,100,mg/kg,mass/mass,1105666,3810740,1457.4,5,0.1,mg/10 g soil,10,mg/kg,,,
bdwt,mg/g,yes,100,mg/kg,mass/mass,1090153,129000,202.25,5,1,mg/10g bdwt,100,mg/kg,,,
,mg/kg/l,no,,,mass/mass/volume,51768,32598133,292,5,0.29,mg/kg/L,0.29,mg/kg/L,,,
,mg/sd,no,,,mass/noscience,1214126,77065,346.4,5,1,mg/sd,1,mg/sd,,,
,ml/l,yes,40,ul/l,volume/volume,2223289,2921882,350.6,5,0.05,ml/25 L,2,ul/l,,,
,ml/mi,no,,,volume/time,1242360,7727379,28.014,5,300,ml/mi,300,ml/mi,,,
,pg/g,yes,1E-06,mg/kg,mass/mass,782715,1746016,322,5,300,pg/g TI,0.0003,mg/kg,,,
,ul/ml,yes,100,ul/l,volume/volume,2412951,67685,78.14,5,100,ul/10 ml ,10000,ul/l,,,
bdwt,ul/g,yes,1E-05,ml/g,volume/mass,800614,7647145,58.44,5,100,ul/100 g bdwt,0.001,ml/g,,,
,ul/ml,yes,3.33333333333333,ul/l,volume/volume,2314464,1373345448,,5,8.7,ul/300 ml,29,ul/l,,,
 egg,umol/kg,yes,1E-09,mol/g,mol/mass,1058979,64175,46.07,5,200,umol/kg egg,9.214,mg/kg,,,
,% v/w,no,,,fraction/noscience,1158377,52918635,505.2,4,0.0089,% v/w,0.0089,% v/w,,,
AI ,%/kg,no,,,fraction/mass,1121856,50000,30.026,4,1,AI %/100 kg sd,1,AI %/100 kg sd,,,
AI ,%/l,no,,,fraction/volume,134534,55285148,380.5,4,0.2,AI %/786 L,0.2,AI %/786 L,,,
AI ,g/kg,yes,100,mg/kg,mass/mass,1105582,2921882,350.6,4,250,AI g/10kg sd,25000,mg/kg,,,
AI ,g/cm,yes,0.032786885245902,g/cm,mass/length,2263657,138261413,255.66,4,1.5,AI g/30.5 cm ht,0.049180327868852,g/cm,,,
AI ,g/m2,yes,0.0025,g/m2,mass/area,2219511,122145,277.24,4,40,AI g/400 m2,0.1,g/m2,,,
AI ,g/sd,no,,,mass/noscience,2352709,153719234,291.72,4,42,AI g/60000 sd,42,AI g/60000 sd,,,
AI ,lb/ft2,yes,48.8242763638305,g/m2,mass/area,1053221,533744,162.269,4,0.6,AI lb/100 ft2,29.2945658182983,g/m2,,,
AI ,mg/m2,yes,0.01,g/m2,mass/area,1073269,138261413,255.66,4,15.8,AI mg/0.1 m2,0.158,g/m2,,,
AI ,mg/g,yes,1000,mg/kg,mass/mass,1055420,1912249,215.68,4,0.58,AI mg/g wet wt fd,580,mg/kg,,,
AI ,mg/ha,yes,1E-07,g/m2,mass/area,2037599,82657043,422.9,4,112,AI mg/ha,1.12E-05,g/m2,,,
AI ,ml/l,yes,2.64550264550265,ul/l,volume/volume,1095324,121755,330.4,4,237,AI ml/378 L,626.984126984128,ul/l,,,
AI ,ng/org/d,no,,,mass/organism/time,2355601,210880925,249.68,4,18,AI ng/org/d,18,AI ng/org/d,,,
AI ,ug/g,yes,0.008333333333333,mg/kg,mass/mass,2409562,141112290,359.3,4,30,AI ug/120g soil,0.25,mg/kg,,,
AI ,ug/kg,yes,0.001,mg/kg,mass/mass,2375024,70288867,1736.2,4,670,AI ug/kg dry media,0.67,mg/kg,,,
,Ci/mmol,no,,,NA/mol,1238932,71751412,1732.1,4,19.57,Ci/mmol,19.57,Ci/mmol,,,
,Ci/mol,no,,,NA/mol,104377,58899,,4,62,Ci/mol,62,Ci/mol,,,
soil,l/cm3,yes,666666666.666667,ul/l,volume/volume,2339791,106934,187.86,4,1,L/1.5 cm3 soil,666666666.666667,ul/l,,,
soil,l/m,yes,0.0625,ml/cm,volume/length,2339802,106934,187.86,4,1,L/160 m soil,0.0625,ml/cm,,,
soil,l/m,yes,0.062111801242236,ml/cm,volume/length,2343544,106934,187.86,4,1,L/161 m soil,0.062111801242236,ml/cm,,,
,l/mg,yes,1000000,ml/g,volume/mass,759263,16672870,144.49,4,1400,L/mg,1400000000,ml/g,,,
,mol/l/dm3,no,,,mol/volume/volume,1219968,64902723,357.77,4,0.0001,M/dm3,0.0001,M/dm3,,,
,u/org,no,,,noscience/organism,1166882,9002613,,4,50,USP/org,50,USP/org,,,
ae,ug/ml,yes,1000,ug/l,mass/volume,2462644,38641940,228.18,4,95,ae ug/ml,95000,ug/l,,,
,cm3/ha,yes,0.000142857142857,ml/m2,volume/area,1068518,2921882,350.6,4,500,cm3/0.7 ha,0.071428571428572,ml/m2,,,
,fl oz/cwt,no,,,noscience/noscience,2402678,133062,300.6,4,3,fl oz/cwt,3,fl oz/cwt,,,
,fl oz/d,no,,,noscience/time,2190562,301122,246.3,4,0.4,fl oz/in dbh,0.4,fl oz/in dbh,,,
food,g/g,yes,1000,mg/kg,mass/mass,2206683,143339,49.007,4,0.754,g/1000 g food,754,mg/kg,,,
,g/l,yes,500000,ug/l,mass/volume,1011150,2032657,225.31,4,20,g/2 L,10000000,ug/l,,,
,g/kg,yes,5,mg/kg,mass/mass,2402470,133062,300.6,4,500,g/200 kg sd ,2500,mg/kg,,,
,g/feddan,no,,,mass/noscience,1053903,16752775,,4,300,g/feddan,300,g/feddan,,,
,g/h,yes,24,g/d,mass/time,2354526,4685147,186.25,4,270,g/h,6480,g/d,,,
bdwt,g/kg,yes,1333.33333333333,mg/kg,mass/mass,1050169,7631994,84.995,4,1.3,g/kg*e0.75 bdwt,1733.33333333333,mg/kg,,,
,g/ml/eu,no,,,mass/volume/noscience,1002454,63252,201.22,4,10,g/ml/eu,10,g/ml/eu,,,
,gal/gal,no,,,noscience/noscience,138752,37223737,,4,1,gal/gal,1,gal/gal,,,
,kg/kg,yes,10000,mg/kg,mass/mass,2402776,133062,300.6,4,2,kg/100 kg sd,20000,mg/kg,,,
,kg/m2,yes,10,g/m2,mass/area,1059557,52686,257.43,4,1.5,kg/100 m2,15,g/m2,,,
,lb/gal,no,,,mass/noscience,1205779,123886,295.13,4,1,lb/40 gal,1,lb/40 gal,,,
,l,yes,1000,ml,volume,706131,121755,330.4,4,2,lit,2000,ml,,,
,mg,yes,1000,ug,mass,1166183,12167769,293.5,4,3,mg %,3000,ug,,,
,mg/%,no,,,mass/fraction,1129962,64175,46.07,4,710,mg/%,710,mg/%,,,
,mg/l,yes,100,ug/l,mass/volume,1092807,333415,304.35,4,6,mg/10 L,600,ug/l,,,
fd,mg/g,yes,66.6666666666667,mg/kg,mass/mass,2331447,115093,251.08,4,1.14,mg/15 g fd,76,mg/kg,,,
,mg/d,yes,0.001,g/d,mass/time,1036093,301042,325,4,+ 0.32,mg/dl,0.00032,g/d,,,
dry,mg/g,yes,1000,mg/kg,mass/mass,2202587,7647145,58.44,4,1.8,mg/g dry wt,1800,mg/kg,,,
,ml/l,yes,98.0392156862745,ul/l,volume/volume,2180903,124495187,308.1,4,2.1,ml/10.2 L,205.882352941176,ul/l,,,
,ml/g,yes,0.01,ml/g,volume/mass,2333495,8002651,,4,1,ml/100g sd,0.01,ml/g,,,
,ml/ft,yes,0.001312335958005,ml/cm,volume/length,2342958,111911,173.03,4,25,ml/25 ft,0.032808398950131,ml/cm,,,
,ml/gal,no,,,volume/noscience,2438501,2312358,350.5,4,90.85,ml/50 gal,90.85,ml/50 gal,,,
wet,ml/kg,yes,1.22249388753056E-05,ml/g,volume/mass,2399339,35367385,310.68,4,8.6,ml/81.8 kg wet media,0.000105134474328,ml/g,,,
,ml/d,yes,1,ml/d,volume/time,223060,7647145,58.44,4,0.1,ml/d,0.1,ml/d,,,
,ml/d,yes,1,ml/d,volume/time,2348898,1910425,257.16,4,50,ml/dm2,50,ml/d,,,
,mmol/m2,no,,,mol/area,777338,7631994,84.995,4,8.3,mmol/m2,8.3,mmol/m2,,,
,nl/org,no,,,volume/organism,2212588,51036,338.4385,4,0.1,nl/org,0.1,nl/org,,,
,nmol/g,yes,1E-09,mol/g,mol/mass,236550,10325947,238.44,4,0.55,nmol/g TI,0.131142,mg/kg,,,
diet,pg/g,yes,1E-06,mg/kg,mass/mass,783756,1746016,322,4,494,pg/g diet,0.000494,mg/kg,,,
,pmol/org,no,,,mol/organism,1058571,52918635,505.2,4,0.1,pmol/org,0.1,pmol/org,,,
bdwt,ppm/g/d,no,,,fraction/mass/time,1161229,7784465,129.91,4,0.4,ppm/100g bdwt/d,0.4,ppm/100g bdwt/d,,,
,t/m,yes,10000,g/cm,mass/length,1072683,52918635,505.2,4,1,tsp/mound,10000,g/cm,,,
bdwt,ug/g,yes,0.004,mg/kg,mass/mass,742907,86073883,1212.3,4,1,ug/250 g bdwt,0.004,mg/kg,,,
lf,ug/cm2,yes,0.01,g/m2,mass/area,1196799,84742,278.34,4,2.19,ug/cm2 lf,0.0219,g/m2,0.0219,g/m2,
,ul/l/h,yes,1,ul/l/h,volume/volume/time,1163464,7446095,64.07,4,9.24,ul/L/h,9.24,ul/l/h,9.24,ul/l/h,
soil,umol/g,yes,1E-06,mol/g,mol/mass,1025986,7758987,159.61,4,1.29,umol/g soil,205.8969,mg/kg,,,
AI ,g,yes,1000000,ug,mass,2412063,67485294,494.5,3,2,AI g bt,2000000,ug,,,
AI ,g/acre,yes,2.47104393046628E-05,g/m2,mass/area,2362196,69327760,305.4,3,80,AI g/10 acres,0.001976835144373,g/m2,,,
AI ,g/l,yes,1000,ug/l,mass/volume,2255019,23103982,238.29,3,4.375,AI g/1000 L,4375,ug/l,,,
AI ,g/cm2,yes,10000,g/m2,mass/area,2463984,7773060,114.13,3,2.7,AI g/cm2,27000,g/m2,27000,g/m2,
AI ,gal/gal/acre,no,,,noscience/noscience/area,1050362,8002297,,3,10,AI gal/100gal/acre,10,AI gal/100gal/acre,,,
AI ,kg/l/ha,no,,,mass/volume/area,1150245,950378,302.3,3,2.24,AI kg/2338 L/ha,2.24,AI kg/2338 L/ha,,,
AI ,lb/cwt,no,,,mass/noscience,2065008,120068373,437.1,3,0.0325,AI lb/cwt sd,0.0325,AI lb/cwt sd,,,
AI ,mg/g,yes,1000,mg/kg,mass/mass,2155147,60515,229.3,3,1.419,AI mg/g,1419,mg/kg,,,
AI ,ml/m2,yes,1,ml/m2,volume/area,1139919,39148248,351.08,3,0.4,AI ml/m2 canopy,0.4,ml/m2,,,
AI ,ml/t,yes,1E-06,ml/g,volume/mass,1117448,79622596,465.09,3,250,AI ml/t,0.00025,ml/g,,,
AI ,mmol/dm3,yes,0.001,mol/l,mol/volume,2146204,38641940,228.18,3,1.58,AI mmol/dm3,360524.4,ug/l,,,
AI lf,ng/cm2,yes,1E-05,g/m2,mass/area,2265110,138261413,255.66,3,1,AI ng/cm2 lf,1E-05,g/m2,1E-05,g/m2,
AI ,ug/kg,yes,0.001,mg/kg,mass/mass,2375023,70288867,1736.2,3,109,AI ug/kg wet media,0.109,mg/kg,,,
diet,icu/kg,no,,,noscience/mass,1162278,67970,384.6,3,4000,ICU/kg diet,4000,ICU/kg diet,,,
,cm2,no,,,area,1208872,123331,112.09,3,25,cc,25,cc,,,
,cm3/l,yes,10,ul/l,volume/volume,2257299,131860338,403.4,3,150,cm3/100 L,1500,ul/l,,,
,cm3/l,yes,250,ul/l,volume/volume,227789,301042,325,3,20,cm3/4L,5000,ul/l,,,
,fl oz/cwt,no,,,noscience/noscience,1180964,38641940,228.18,3,3,fl oz mat/cwt,3,fl oz mat/cwt,,,
,fl oz/gal/ft,no,,,noscience/noscience/length,2422564,148798,201.25,3,30,fl oz/10 gal/1k sqft,30,fl oz/10 gal/1k sqft,,,
,fl oz/ft2,no,,,noscience/area,2087953,333415,304.35,3,8,fl oz/1000 ft2,8,fl oz/1000 ft2,,,
soil,g/kg,yes,588.235294117647,mg/kg,mass/mass,2386031,1302789,,3,135,g/1.7 kg soil,79411.7647058823,mg/kg,,,
,g/gal/acre,no,,,mass/noscience/area,2403205,117337196,403.9,3,2,g/10 gal/acre,2,g/10 gal/acre,,,
,g/cm,yes,1,g/cm,mass/length,1086328,10265926,141.13,3,0.7,g/cm,0.7,g/cm,,,
,g/cm,yes,1,g/cm,mass/length,1093461,30560191,183.17,3,0.093,g/cm dbh,0.093,g/cm,,,
,g/m,yes,0.01,g/cm,mass/length,80548,3383968,466.5,3,485,g/km,4.85,g/cm,,,
,gal,no,,,noscience,137423,2921882,350.6,3,45,gal,45,gal,,,
,gal/cwt,no,,,noscience/noscience,1205448,50000,30.026,3,1,gal/cwt,1,gal/cwt,,,
bdwt,kj/kg/d,no,,,energy/mass/time,1151319,64175,46.07,3,148,kJ/kg bdwt/d,148,kJ/kg bdwt/d,,,
,lb/ft2,yes,4882.42763638305,g/m2,mass/area,118304,58899,,3,0.03,lb/ft2,146.472829091492,g/m2,,,
,mg/g,yes,100,mg/kg,mass/mass,1242359,61825,84.08,3,20,mg/10g,2000,mg/kg,,,
,mg/cm3,yes,50000,ug/l,mass/volume,1109737,116063,190.27,3,14,mg/20 cm3,700000,ug/l,,,
,mg/g,yes,14.2857142857143,mg/kg,mass/mass,105046,50328,252.3,3,0.4,mg/70g,5.71428571428572,mg/kg,,,
,mg/bee,no,,,mass/noscience,1089439,121755,330.4,3,0.87,mg/bee,0.87,mg/bee,,,
bdwt,mg/g/d,no,,,mass/mass/time,787441,8076377,584.6,3,0.15,mg/g bdwt/d,0.15,mg/g bdwt/d,,,
wet wt,mg/kg,yes,1,mg/kg,mass/mass,1179417,333415,304.35,3,43,mg/kg wet wt,43,mg/kg,43,mg/kg,
,mg/mi,no,,,mass/time,1050744,54115,162.23,3,0.5,mg/mi,0.5,mg/mi,,,
,ml/m2,yes,0.01,ml/m2,volume/area,1134630,19044883,346.36,3,100,ml/100 m2,1,ml/m2,,,
fd,ml/g,yes,0.002202643171806,ml/g,volume/mass,2445960,137268,240.4,3,76,ml/454 g fd,0.167400881057269,ml/g,,,
,ml/u,no,,,volume/noscience,1095026,121755,330.4,3,3,ml/quintal,3,ml/quintal,,,
,mm3/dm3,yes,1,ul/l,volume/volume,1156359,7446095,64.07,3,0.25,mm3/dm3,0.25,ul/l,,,
fd,ng/mg,yes,1,mg/kg,mass/mass,1035490,87821,551.5,3,53,ng/mg fd,53,mg/kg,,,
soil,nmol/g,yes,1E-09,mol/g,mol/mass,2442734,1691992,571.25,3,0.172,nmol/g soil,0.098255,mg/kg,,,
,org,no,,,organism,1031147,11097691,326.4,3,49,org,49,org,,,
,oz/gal/acre,no,,,noscience/noscience/area,2403207,114110804,,3,32,oz/10 gal/acre,32,oz/10 gal/acre,,,
,pg/cm2,yes,1E-08,g/m2,mass/area,1153151,52645531,,3,72,pg/cm2,7.2E-07,g/m2,7.2E-07,g/m2,
,ug/ml/d/org,no,,,mass/volume/time/organism,777445,80466,164.24,3,187.9,ug/0.1 ml/d/org,187.9,ug/0.1 ml/d/org,,,
,ug/ul/h,no,,,mass/volume/time,1062842,26628228,65.01,3,400,ug/2.5 ul/h,400,ug/2.5 ul/h,,,
,ul/m2,yes,0.002,ml/m2,volume/area,1020085,333415,304.35,3,450,ul/0.5 m2,0.9,ml/m2,,,
dry,ul/g,yes,0.001,ml/g,volume/mass,1114406,137428,129.182,3,60,ul/g dry soil,0.06,ml/g,,,
,umol/g,yes,1E-08,mol/g,mol/mass,184653,7447394,134.45,3,4.2,umol/100 g,5.6469,mg/kg,,,
,umol/kg,yes,1E-09,mol/g,mol/mass,1065075,7720787,151.91,3,300,umol/kg org,45.573,mg/kg,,,
,unit/ml,no,,,noscience/volume,759679,14769734,,3,3,units/ml,3,units/ml,,,
ht,% w/org,no,,,fraction/organism,1000409,3691358,374.8,2,0.01,% wght/org,0.01,% wght/org,,,
AI ,l/eu,no,,,volume/noscience,1014449,138261413,255.66,2,4.66,AI L/eu,4.66,AI L/eu,,,
AI ,g/ha,yes,0.00025,g/m2,mass/area,2412441,67485294,494.5,2,3.39,AI g/0.4 ha,0.0008475,g/m2,,,
AI ,g/l,yes,909.090909090909,ug/l,mass/volume,2229133,2921882,350.6,2,470,AI g/1100 L,427272.727272727,ug/l,,,
AI ,g/l,yes,2642.00792602378,ug/l,mass/volume,2334548,141517217,408.4,2,113.4,AI g/378.5 L,299603.698811097,ug/l,,,
AI ,g/g,yes,2000,mg/kg,mass/mass,2001742,82688,295.3,2,0.03,AI g/500g soil,60,mg/kg,,,
AI ,g/bu,no,,,mass/noscience,2087010,117180,260.89,2,3.64,AI g/bushel,3.64,AI g/bushel,,,
AI ,g/kg,yes,1000,mg/kg,mass/mass,2066061,120068373,437.1,2,0.023,AI g/kg food,23,mg/kg,,,
AI ,kg/l/ha,no,,,mass/volume/area,1091703,950378,302.3,2,1.68,AI kg/1122 L/ha,1.68,AI kg/1122 L/ha,,,
AI ,kg/l,yes,2645502.64550265,ug/l,mass/volume,2038532,82657043,422.9,2,0.302,AI kg/378 L,798941.7989418,ug/l,,,
AI ,mg/cm3,yes,10000,ug/l,mass/volume,2242128,52918635,505.2,2,0.1,AI mg/100 cm3,1000,ug/l,,,
AI ,ml/m,yes,0.01,ml/cm,volume/length,2234433,10004441,99.09,2,1.8,AI ml/m,0.018,ml/cm,,,
AI ,ng/g,yes,0.001,mg/kg,mass/mass,1163112,64902723,357.77,2,0.8,AI ng/g,0.0008,mg/kg,,,
AI ,pt/acre,no,,,noscience/area,2216838,16752775,,2,2,AI pt/acre,2,AI pt/acre,,,
AI ,ug/g,yes,1,mg/kg,mass/mass,2374618,70288867,1736.2,2,0.688,AI ug/g wet media,0.688,mg/kg,,,
AI ,ug/kg,yes,0.001,mg/kg,mass/mass,2355604,210880925,249.68,2,10,AI ug/kg fd,0.01,mg/kg,,,
AI ,ug/mg,yes,1000,mg/kg,mass/mass,1121441,51630581,419.89982,2,0.103,AI ug/mg bdwt,103,mg/kg,,,
AI ,ul/ml,yes,1000,ul/l,volume/volume,2002843,16672870,144.49,2,10,AI ul/ml,10000,ul/l,,,
soil,l/m3,yes,714.285714285714,ul/l,volume/volume,2343496,106934,187.86,2,1,L/1.4 m3 soil,714.285714285714,ul/l,,,
,l/l/ha,no,,,volume/volume/area,2038219,82657043,422.9,2,1,L/1041 L/ha,1,L/1041 L/ha,,,
,amol/l,yes,1E-18,mol/l,mol/volume,739238,7440224,107.868,2,29.6,amol/cell,3.1928928E-09,ug/l,,,
,cm3/feddan,no,,,volume/noscience,1023971,1582098,335.28,2,950,cm3/feddan,950,cm3/feddan,,,
,eu,yes,1,eu,noscience,704869,40596698,,2,4,eu,4,eu,4,eu,
,fl oz/gal,no,,,noscience/noscience,2037169,82657043,422.9,2,2.4,fl oz/10 gal,2.4,fl oz/10 gal,,,
,g/ft,yes,3.28083989501312E-05,g/cm,mass/length,2267600,165252700,202.21,2,13.9,g/1000 ft,0.000456036745407,g/cm,,,
,g/org,no,,,mass/organism,2167027,22248799,,2,454,g/1000 org,454,g/1000 org,,,
,g/l,yes,74074.0740740741,ug/l,mass/volume,1162694,301122,246.3,2,22.5,g/13.5 L,1666666.66666667,ug/l,,,
,g/org,no,,,mass/organism,1090417,63252,201.22,2,454,g/1600 org,454,g/1600 org,,,
,g/ml,yes,5882352.94117647,ug/l,mass/volume,2336061,10043013,,2,2.7,g/170 ml,15882352.9411765,ug/l,,,
,g/m2,yes,0.444444444444444,g/m2,mass/area,1180784,74839,94.94,2,440,g/2.25 m2,195.555555555555,g/m2,,,
,g/l,yes,264550.264550265,ug/l,mass/volume,1162139,63252,201.22,2,22.7,g/3.78 L,6005291.00529101,ug/l,,,
,g/g,yes,2202.64317180617,mg/kg,mass/mass,1053844,30560191,183.17,2,1.14,g/454 g seed,2511.01321585903,mg/kg,,,
,g/ml,yes,20000000,ug/l,mass/volume,1169646,144627,90.03,2,1.45,g/50 ml,29000000,ug/l,,,
,g/d,yes,0.02,g/d,mass/time,1163982,298044,274.4,2,3.2,g/50 seeds,0.064,g/d,,,
diet,g/g,yes,2000,mg/kg,mass/mass,1100419,3810740,1457.4,2,8,g/500 g diet,16000,mg/kg,,,
,g/d,yes,1,g/d,mass/time,2050525,10380286,351.8,2,600,g/dn(Std),600,g/d,,,
,g/fish,no,,,mass/noscience,116927,7758987,159.61,2,5,g/fish,5,g/fish,,,
,g/l,yes,1000000,ug/l,mass/volume,2353186,153719234,291.72,2,0.09,g/linear ft,90000,ug/l,,,
,g/ug,yes,1000000000000,mg/kg,mass/mass,116735,7440020,58.693,2,100,g/ug,100000000000000,mg/kg,,,
,gal/d,no,,,noscience/time,1198263,8008206,,2,1,gal/0.5 rod2,1,gal/0.5 rod2,,,
bt,kg/ha,yes,0.1,g/m2,mass/area,2413395,67485294,494.5,2,2,kg bt/ha,0.2,g/m2,,,
,kg/t,yes,1000,mg/kg,mass/mass,2446263,137268,240.4,2,200,kg/ton sd,200000,mg/kg,,,
,kg/t,yes,1000,mg/kg,mass/mass,2047637,52918635,505.2,2,3,kg/ton tubers,3000,mg/kg,,,
,lb/gal/acre,no,,,mass/noscience/area,1179655,52686,257.43,2,1,lb/5 gal/acre,1,lb/5 gal/acre,,,
,lb/ft3,yes,16018463.3739601,ug/l,mass/volume,1197143,74839,94.94,2,0,lb/ft3,0,ug/l,,,
,lb/gal/acre,no,,,mass/noscience/area,1151749,300765,380.78,2,8,lb/gal/acre,8,lb/gal/acre,,,
,mCi/kg,no,,,NA/mass,229358,1308389,151.99,2,0.66,mCi/kg,0.66,mCi/kg,,,
,mg,yes,1000,ug,mass,1162129,58082,194.19,2,30,mg%,30000,ug,,,
,mg/ul,yes,10000000,ug/l,mass/volume,781896,91465086,449.8,2,0.7,mg/100ul,7000000,ug/l,,,
,mg/g,yes,100,mg/kg,mass/mass,2446206,137268,240.4,2,22,mg/10g sd,2200,mg/kg,,,
,mg/ml,yes,6666.66666666667,ug/l,mass/volume,1133645,106445,108.13782,2,400,mg/150ml,2666666.66666667,ug/l,,,
,mg/gal,no,,,mass/noscience,1138479,57625,,2,1000,mg/gal,1000,mg/gal,,,
,ml/l/m2,no,,,volume/volume/area,798637,8002651,,2,250,ml/10 L/100 m2,250,ml/10 L/100 m2,,,
,ml/l/acre,no,,,volume/volume/area,2472654,34256821,269.77,2,500,ml/100 L H2O/acre,500,ml/100 L H2O/acre,,,
,ml/gal,no,,,volume/noscience,2049880,39515418,349.4,2,473.6,ml/100 gal,473.6,ml/100 gal,,,
,ml/l,yes,66.2251655629139,ul/l,volume/volume,2180901,131860338,403.4,2,10.5,ml/15.1 L,695.364238410596,ul/l,,,
,ml/cm,yes,0.4,ml/cm,volume/length,2348380,2163806,161.952,2,1,ml/2.5 cm eu,0.4,ml/cm,,,
,ml/l,yes,264.550264550265,ul/l,volume/volume,1075529,2921882,350.6,2,38,ml/3.78 L,10052.9100529101,ul/l,,,
,ml/kg,yes,2E-05,ml/g,volume/mass,1055789,60515,229.3,2,1,ml/50 kg seed,2E-05,ml/g,,,
,ml/l/ft2,no,,,volume/volume/area,1086727,280572807,,2,10,ml/L/1000 ft2,10,ml/L/1000 ft2,,,
,ml/l/org,no,,,volume/volume/organism,1020497,301122,246.3,2,0.62,ml/L/org,0.62,ml/L/org,,,
,mm3/l,yes,1,ul/l,volume/volume,189150,5746178,273.15,2,774,mm3/L,774,ul/l,,,
bdwt,mmol/g,yes,1E-05,mol/g,mol/mass,1151896,75150,76.15,2,0.33,mmol/100 g bdwt,251.295,mg/kg,,,
,ng/fish,no,,,mass/noscience,85423,11097691,326.4,2,1156,ng/fish,1156,ng/fish,,,
,ng/h,yes,2.4E-08,g/d,mass/time,1123240,89781,156.26,2,3,ng/h,7.2E-08,g/d,,,
,ng/kg,yes,1E-06,mg/kg,mass/mass,198997,1746016,322,2,200,ng/kg,0.0002,mg/kg,,,
,ng/mi,no,,,mass/time,180689,688733,290.1,2,500,ng/min,500,ng/min,,,
,nl/ml,yes,1,ul/l,volume/volume,1050787,862374923,,2,64,nl/ml,64,ul/l,,,
,nmol/g,yes,1E-09,mol/g,mol/mass,795471,60348609,564.7,2,612,nmol/g bw,345.5964,mg/kg,,,
,oz/ft3,no,,,noscience/volume,1042823,2921882,350.6,2,8,oz/1000 ft3,8,oz/1000 ft3,,,
,oz/gal/acre,no,,,noscience/noscience/area,2453707,60207901,342.2,2,4,oz/20 gal/acre,4,oz/20 gal/acre,,,
,oz/m,no,,,noscience/length,1055246,2921882,350.6,2,8,oz/305 m,8,oz/305 m,,,
,oz/org,no,,,noscience/organism,2248830,116063,190.27,2,0.5,oz/org,0.5,oz/org,,,
,pmol/mg,yes,1E-09,mol/g,mol/mass,2446244,120928098,306.4,2,54,pmol/mg pro,16.5456,mg/kg,,,
,ppm/eu,no,,,fraction/noscience,1064155,10588019,261.97,2,1600,ppm/eu,1600,ppm/eu,,,
,u/egg,no,,,noscience/noscience,1056251,7761888,169.873,2,0.5,u-atoms/egg,0.5,u-atoms/egg,,,
,uCi/g,no,,,NA/mass,40084,108952,94.11,2,0.002,uCi/g,0.002,uCi/g,,,
soil,uCi/g,no,,,NA/mass,1188738,7646799,129.84,2,0.161,uCi/g soil,0.161,uCi/g soil,,,
,umol/l/g,no,,,mol/volume/mass,1180327,7646857,136.3,2,4,uM/100g,4,uM/100g,,,
dry,ug/d,yes,1E-06,g/d,mass/time,2347156,7778430,164.933,2,0.0845,ug dry fd/d,8.45E-08,g/d,,,
,ug/ul,yes,20000,ug/l,mass/volume,92161,60571,,2,20,ug/50ul,400000,ug/l,,,
,ug/l/h,no,,,mass/volume/time,717345,1983104,,2,16.8,ug/L/hr,16.8,ug/L/hr,,,
,ug/g,yes,1,mg/kg,mass/mass,2444829,137268,240.4,2,2500,ug/g sd,2500,mg/kg,,,
,ug/mi,no,,,mass/time,1074593,54115,162.23,2,20,ug/mi,20,ug/mi,,,
