no_tests;norman_ecotox_group;endpoint;duration;unit;convert;value
1;Insects;ET50;6.88;d;no;
1;Insects;ET50;71.25;d;no;
1;Insects;ET50;7.13;d;no;
2;Insects;ET50;7.25;d;no;
1;Insects;ET50;7.63;d;no;
1;Insects;ET50;76.88;d;no;
1;Insects;ET50;7.9;h;no;
1;Insects;ET50;8.38;d;no;
2;Insects;ET50;85.2;h;yes;acute
1;Insects;ET50;8.63;d;no;
3;Insects;ET50;NR;d;no;
1;Insects;ET50/;101.112;h;yes;acute
1;Insects;ET50/;101.76;h;yes;acute
1;Insects;ET50/;102.408;h;yes;acute
1;Insects;ET50/;102.84;h;yes;acute
1;Insects;ET50/;10.45;h;no;
1;Insects;ET50/;108.36;h;yes;acute
1;Insects;ET50/;108.96;h;yes;acute
1;Insects;ET50/;109.776;h;yes;acute
1;Insects;ET50/;110.136;h;yes;acute
1;Insects;ET50/;111.312;h;yes;acute
1;Insects;ET50/;111.768;h;yes;acute
1;Insects;ET50/;113.136;h;yes;acute
1;Insects;ET50/;113.832;h;yes;acute
1;Insects;ET50/;11.6;h;no;
1;Insects;ET50/;117.264;h;yes;acute
1;Insects;ET50/;117.312;h;yes;acute
1;Insects;ET50/;24.888;h;yes;acute
1;Insects;ET50/;33.168;h;yes;acute
1;Insects;ET50/;35.232;h;yes;acute
1;Insects;ET50/;43.056;h;yes;acute
1;Insects;ET50/;46.584;h;yes;acute
1;Insects;ET50/;5.03;d;no;
1;Insects;ET50/;5.087;d;no;
1;Insects;ET50/;5.112;d;no;
1;Insects;ET50/;5.116;d;no;
1;Insects;ET50/;5.137;d;no;
1;Insects;ET50/;51.504;h;yes;acute
1;Insects;ET50/;52.704;h;yes;acute
1;Insects;ET50/;53.544;h;yes;acute
1;Insects;ET50/;5.426;d;no;
1;Insects;ET50/;5.447;d;no;
1;Insects;ET50/;5.535;d;no;
1;Insects;ET50/;55.776;h;yes;acute
1;Insects;ET50/;5.629;d;no;
1;Insects;ET50/;59.208;h;yes;acute
1;Insects;ET50/;59.952;h;yes;acute
1;Insects;ET50/;6.111;d;no;
1;Insects;ET50/;6.217;d;no;
1;Insects;ET50/;6.236;d;no;
1;Insects;ET50/;6.253;d;no;
1;Insects;ET50/;63.912;h;yes;acute
1;Insects;ET50/;6.413;d;no;
1;Insects;ET50/;6.454;d;no;
1;Insects;ET50/;6.485;d;no;
1;Insects;ET50/;6.546;d;no;
1;Insects;ET50/;6.566;d;no;
1;Insects;ET50/;6.646;d;no;
1;Insects;ET50/;6.762;d;no;
1;Insects;ET50/;6.78;d;no;
1;Insects;ET50/;68.088;h;yes;acute
1;Insects;ET50/;6.85;d;no;
1;Insects;ET50/;6.882;d;no;
1;Insects;ET50/;7.019;d;no;
1;Insects;ET50/;7.054;d;no;
1;Insects;ET50/;7.117;d;no;
1;Insects;ET50/;7.13;d;no;
1;Insects;ET50/;7.227;d;no;
1;Insects;ET50/;72.576;h;yes;acute
1;Insects;ET50/;7.288;d;no;
1;Insects;ET50/;7.314;d;no;
1;Insects;ET50/;7.362;d;no;
1;Insects;ET50/;73.632;h;yes;acute
1;Insects;ET50/;7.457;d;no;
1;Insects;ET50/;74.64;h;yes;acute
1;Insects;ET50/;7.589;d;no;
1;Insects;ET50/;77.52;h;yes;acute
1;Insects;ET50/;7.861;d;no;
1;Insects;ET50/;7.967;d;no;
1;Insects;ET50/;81.048;h;yes;acute
1;Insects;ET50/;8.261;d;no;
1;Insects;ET50/;84;h;yes;acute
1;Insects;ET50/;89.304;h;yes;acute
1;Insects;ET50/;90.096;h;yes;acute
1;Insects;ET50/;9.041;d;no;
1;Insects;ET50/;90.504;h;yes;acute
1;Insects;ET50/;91.152;h;yes;acute
1;Insects;ET50/;9.133333333;h;no;
1;Insects;ET50/;9.167;d;no;
1;Insects;ET50/;9.57;d;no;
1;Insects;ET50/;9.65;d;no;
1;Insects;ET50/;96.72;h;yes;acute
1;Insects;ET50/;96.888;h;yes;acute
1;Insects;ET50/;97.872;h;yes;acute
1;Insects;ET50*;10.2;mi;no;
1;Insects;ET50*;10.5;mi;no;
1;Insects;ET50*;11.58;mi;no;
1;Insects;ET50*;115.8;mi;no;
1;Insects;ET50*;1.2;mi;no;
1;Insects;ET50*;13.5;mi;no;
1;Insects;ET50*;136.8;mi;no;
1;Insects;ET50*;13.8;mi;no;
1;Insects;ET50*;144;mi;no;
1;Insects;ET50*;148.2;mi;no;
2;Insects;ET50*;15.48;mi;no;
1;Insects;ET50*;16.02;mi;no;
2;Insects;ET50*;16.2;mi;no;
1;Insects;ET50*;171;mi;no;
1;Insects;ET50*;1.8;mi;no;
1;Insects;ET50*;181.8;mi;no;
1;Insects;ET50*;18.42;mi;no;
1;Insects;ET50*;19.02;mi;no;
1;Insects;ET50*;23.4;mi;no;
1;Insects;ET50*;25.2;mi;no;
1;Insects;ET50*;25.38;mi;no;
1;Insects;ET50*;26.58;mi;no;
1;Insects;ET50*;29.52;mi;no;
1;Insects;ET50*;3;mi;no;
1;Insects;ET50*;30;mi;no;
12;Insects;ET50*;300;mi;no;
1;Insects;ET50*;31.32;mi;no;
1;Insects;ET50*;31.38;mi;no;
1;Insects;ET50*;3.48;mi;no;
1;Insects;ET50*;36.48;mi;no;
1;Insects;ET50*;40.08;mi;no;
1;Insects;ET50*;40.5;mi;no;
1;Insects;ET50*;40.8;mi;no;
2;Insects;ET50*;4.2;mi;no;
2;Insects;ET50*;43.2;mi;no;
1;Insects;ET50*;44.1;mi;no;
1;Insects;ET50*;45;mi;no;
1;Insects;ET50*;45.42;mi;no;
1;Insects;ET50*;46.2;mi;no;
1;Insects;ET50*;49.8;mi;no;
1;Insects;ET50*;58.2;mi;no;
1;Insects;ET50*;63.6;mi;no;
1;Insects;ET50*;6.6;mi;no;
1;Insects;ET50*;7.2;mi;no;
2;Insects;ET50*;7.8;mi;no;
1;Insects;ET50*;8.4;mi;no;
1;Insects;ET50*;93.6;mi;no;
1;Insects;IC10;20;d;yes;chronic
1;Insects;IC25;10;d;no;
19;Insects;IC25;14;d;no;
1;Insects;IC25;20;d;no;
1;Insects;IC25;21;d;no;
1;Insects;IC50;10;d;no;
2;Insects;IC50;100;h;yes;acute
2;Insects;IC50;12;h;yes;acute
2;Insects;IC50;13;h;yes;acute
12;Insects;IC50;18;h;yes;acute
2;Insects;IC50;180;mi;no;
1;Insects;IC50;20;d;no;
1;Insects;IC50;21;d;no;
14;Insects;IC50;24;h;yes;acute
2;Insects;IC50;30;h;yes;acute
2;Insects;IC50;31;h;yes;acute
2;Insects;IC50;36;h;yes;acute
2;Insects;IC50;37;h;yes;acute
4;Insects;IC50;42;h;yes;acute
3;Insects;IC50;48;h;yes;acute
1;Insects;IC50;49;h;yes;acute
2;Insects;IC50;5.291666667;d;no;
1;Insects;IC50;55;h;yes;acute
8;Insects;IC50;6;h;no;
3;Insects;IC50;60;h;yes;acute
1;Insects;IC50;67;h;yes;acute
2;Insects;IC50;72;h;yes;acute
1;Insects;IC50;78;h;yes;acute
3;Insects;IC50;84;h;yes;acute
1;Insects;IC50;91;h;yes;acute
2;Insects;IC50;96;h;yes;acute
25;Insects;IC50;NR;em;no;
7;Insects;IC90;NR;em;no;
3;Insects;LC0;24;h;no;
1;Insects;LC0;72;h;no;
4;Insects;LC0;96;h;no;
1;Insects;LC0*;24;h;no;
1;Insects;LC0*;72;h;no;
5;Insects;LC0.01;120;h;no;
4;Insects;LC0.01;365;d;no;
4;Insects;LC0.01;72;h;no;
4;Insects;LC0.01;96;h;no;
1;Insects;LC01;12;h;no;
3;Insects;LC01;48;h;no;
17;Insects;LC01;96;h;no;
16;Insects;LC05;96;h;no;
4;Insects;LC10;10;d;yes;chronic
1;Insects;LC10;108;h;no;
4;Insects;LC10;12;h;no;
1;Insects;LC10;120;h;no;
2;Insects;LC10;14;d;yes;chronic
39;Insects;LC10;24;h;no;
1;Insects;LC10;47;d;yes;chronic
14;Insects;LC10;48;h;no;
1;Insects;LC10;72;h;no;
3;Insects;LC10;9;h;no;
13;Insects;LC10;96;h;no;
1;Insects;LC10;NR;NR;no;
1;Insects;LC100;11.25;d;no;
16;Insects;LC100;24;h;no;
2;Insects;LC100;48;h;no;
52;Insects;LC100;72;h;no;
4;Insects;LC100;96;h;no;
10;Insects;LC100;NR;NR;no;
1;Insects;LC100*;24;h;no;
1;Insects;LC100*;72;h;no;
3;Insects;LC15;48;h;no;
2;Insects;LC16;24;h;no;
4;Insects;LC16;48;h;no;
1;Insects;LC20;14;d;yes;chronic
6;Insects;LC20;24;h;no;
1;Insects;LC20;35;d;yes;chronic
1;Insects;LC20;7;d;yes;chronic
3;Insects;LC20;96;h;no;
7;Insects;LC25;10;d;no;
1;Insects;LC25;21;d;no;
6;Insects;LC25;24;h;no;
1;Insects;LC25;47;d;no;
2;Insects;LC25;96;h;no;
4;Insects;LC30;24;h;no;
3;Insects;LC34;48;h;no;
4;Insects;LC40;24;h;no;
113;Insects;LC50;10;d;no;
7;Insects;LC50;10;h;no;
2;Insects;LC50;10.5;d;no;
1;Insects;LC50;108;h;yes;acute
12;Insects;LC50;11;d;no;
1;Insects;LC50;114;h;yes;acute
7;Insects;LC50;12;d;no;
77;Insects;LC50;12;h;yes;acute
35;Insects;LC50;120;h;yes;acute
14;Insects;LC50;120;mi;no;
4;Insects;LC50;13;d;no;
28;Insects;LC50;14;d;no;
11;Insects;LC50;15;d;no;
2;Insects;LC50;15;mi;no;
1;Insects;LC50;15.125;d;no;
1;Insects;LC50;15.5;d;no;
7;Insects;LC50;16;d;no;
2;Insects;LC50;168;d;no;
5;Insects;LC50;18;d;no;
11;Insects;LC50;18;h;yes;acute
58;Insects;LC50;180;mi;no;
1;Insects;LC50;19;d;no;
3;Insects;LC50;195;mi;no;
14;Insects;LC50;20;d;no;
21;Insects;LC50;20;mi;no;
12;Insects;LC50;21;d;no;
2;Insects;LC50;21;h;yes;acute
4;Insects;LC50;23;d;no;
3;Insects;LC50;24;d;no;
5244;Insects;LC50;24;h;yes;acute
50;Insects;LC50;240;mi;no;
11;Insects;LC50;25;d;no;
3;Insects;LC50;25;h;yes;acute
11;Insects;LC50;28;d;no;
11;Insects;LC50;30;d;no;
8;Insects;LC50;30;mi;no;
1;Insects;LC50;31;d;no;
1;Insects;LC50;31;h;yes;acute
1;Insects;LC50;35;d;no;
2;Insects;LC50;36;h;yes;acute
2;Insects;LC50;42;d;no;
1;Insects;LC50;42;h;yes;acute
1;Insects;LC50;47;d;no;
1334;Insects;LC50;48;h;yes;acute
2;Insects;LC50;5;ge;no;
5;Insects;LC50;6;d;no;
86;Insects;LC50;6;h;no;
1;Insects;LC50;60;h;yes;acute
101;Insects;LC50;60;mi;no;
4;Insects;LC50;6.25;d;no;
1;Insects;LC50;6.916666667;d;no;
50;Insects;LC50;7;d;no;
3;Insects;LC50;7;h;no;
1;Insects;LC50;70;d;no;
254;Insects;LC50;72;h;yes;acute
1;Insects;LC50;7.2;h;no;
46;Insects;LC50;7.92;h;no;
4;Insects;LC50;8;d;no;
2;Insects;LC50;8;ge;no;
5;Insects;LC50;8;h;no;
2;Insects;LC50;84;h;yes;acute
7;Insects;LC50;9;d;no;
4;Insects;LC50;9;h;no;
1553;Insects;LC50;96;h;yes;acute
2;Insects;LC50;98;d;no;
24;Insects;LC50;NR;d;no;
60;Insects;LC50;NR;em;no;
6;Insects;LC50;NR;h;no;
3;Insects;LC50;NR;lva;no;
15;Insects;LC50;NR;lvp;no;
71;Insects;LC50;NR;NR;no;
1;Insects;LC50/;10;d;no;
17;Insects;LC50/;10.2;mi;no;
1;Insects;LC50/;120;mi;no;
1;Insects;LC50/;15;mi;no;
2;Insects;LC50/;21;d;no;
24;Insects;LC50/;24;h;yes;acute
1;Insects;LC50/;28;d;no;
1;Insects;LC50/;30;mi;no;
9;Insects;LC50/;60;mi;no;
1;Insects;LC50/;90;mi;no;
2;Insects;LC50/;96;h;yes;acute
8;Insects;LC50*;10;d;no;
9;Insects;LC50*;120;h;yes;acute
8;Insects;LC50*;120;mi;no;
10;Insects;LC50*;15;d;no;
12;Insects;LC50*;180;mi;no;
9;Insects;LC50*;20;d;no;
37;Insects;LC50*;24;h;yes;acute
9;Insects;LC50*;25;d;no;
9;Insects;LC50*;30;d;no;
78;Insects;LC50*;48;h;yes;acute
8;Insects;LC50*;6;h;no;
8;Insects;LC50*;60;mi;no;
31;Insects;LC50*;72;h;yes;acute
62;Insects;LC50*;96;h;yes;acute
2;Insects;LC50*/;24;h;yes;acute
4;Insects;LC60;24;h;no;
4;Insects;LC70;24;h;no;
4;Insects;LC80;24;h;no;
3;Insects;LC80;96;h;no;
2;Insects;LC84;24;h;no;
4;Insects;LC84;48;h;no;
6;Insects;LC90;180;mi;no;
1024;Insects;LC90;24;h;no;
45;Insects;LC90;48;h;no;
3;Insects;LC90;7;d;no;
8;Insects;LC90;72;h;no;
2;Insects;LC90;9;d;no;
54;Insects;LC90;NR;em;no;
3;Insects;LC90;NR;lva;no;
12;Insects;LC90;NR;lvp;no;
21;Insects;LC95;20;mi;no;
528;Insects;LC95;24;h;no;
2;Insects;LC95;24.25;h;no;
3;Insects;LC95;25;h;no;
1;Insects;LC95;48;h;no;
1;Insects;LC95;60;mi;no;
19;Insects;LC95;72;h;no;
2;Insects;LC95;8;d;no;
20;Insects;LC95;96;h;no;
51;Insects;LC99;24;h;no;
5;Insects;LD0;24;h;no;
4;Insects;LD0;72;h;no;
2;Insects;LD05;24;h;no;
4;Insects;LD100;24;h;no;
71;Insects;LD100;48;h;no;
7;Insects;LD100;7;d;no;
4;Insects;LD100;72;h;no;
2;Insects;LD50;1;mi;no;
1;Insects;LD50;11;d;no;
3;Insects;LD50;14;d;no;
14;Insects;LD50;18;h;yes;acute
224;Insects;LD50;180;mi;no;
1;Insects;LD50;19;h;yes;acute
281;Insects;LD50;24;h;yes;acute
231;Insects;LD50;48;h;yes;acute
224;Insects;LD50;6;h;no;
8;Insects;LD50;72;h;yes;acute
12;Insects;LD50;NR;em;no;
2;Insects;LD50;NR;h;no;
3;Insects;LD90;14;d;no;
22;Insects;LD90;24;h;no;
2;Insects;LD90;48;h;no;
2;Insects;LD90;NR;em;no;
2;Insects;LD95;24;h;no;
2;Insects;LD95;NR;em;no;
1;Insects;LD99;11;d;no;
1;Insects;LD99;24;h;no;
2;Insects;LD99;NR;em;no;
1;Insects;LETC;12;d;no;
1;Insects;LETC;120;h;no;
1;Insects;LETC;15.125;d;no;
1;Insects;LETC;6.916666667;d;no;
1;Insects;LETC;9;d;no;
1;Insects;LETC;96;h;no;
4;Insects;LETC;NR;d;no;
48;Insects;LOEC;10;d;yes;chronic
4;Insects;LOEC;100;d;yes;chronic
4;Insects;LOEC;105;d;yes;chronic
1;Insects;LOEC;11;d;yes;chronic
3;Insects;LOEC;112;d;yes;chronic
2;Insects;LOEC;118;d;yes;chronic
1;Insects;LOEC;119;d;yes;chronic
4;Insects;LOEC;12;d;yes;chronic
9;Insects;LOEC;12;h;no;
10;Insects;LOEC;120;d;yes;chronic
6;Insects;LOEC;120;h;no;
6;Insects;LOEC;13;d;yes;chronic
1;Insects;LOEC;133;d;yes;chronic
61;Insects;LOEC;14;d;yes;chronic
9;Insects;LOEC;15;d;yes;chronic
3;Insects;LOEC;154;d;yes;chronic
6;Insects;LOEC;16;d;yes;chronic
6;Insects;LOEC;16.8;h;no;
12;Insects;LOEC;17;d;yes;chronic
4;Insects;LOEC;18;d;yes;chronic
9;Insects;LOEC;19;d;yes;chronic
22;Insects;LOEC;20;d;yes;chronic
23;Insects;LOEC;21;d;yes;chronic
1;Insects;LOEC;21.1;d;yes;chronic
5;Insects;LOEC;22;d;yes;chronic
8;Insects;LOEC;23;d;yes;chronic
9;Insects;LOEC;24;d;yes;chronic
120;Insects;LOEC;24;h;no;
1;Insects;LOEC;240;d;yes;chronic
2;Insects;LOEC;240;mi;no;
1;Insects;LOEC;24.16666667;h;no;
2;Insects;LOEC;24.28333333;h;no;
2;Insects;LOEC;24.56666667;h;no;
12;Insects;LOEC;25;d;yes;chronic
1;Insects;LOEC;26;d;yes;chronic
9;Insects;LOEC;27;d;yes;chronic
34;Insects;LOEC;28;d;yes;chronic
11;Insects;LOEC;29;d;yes;chronic
6;Insects;LOEC;3;yr;yes;chronic
28;Insects;LOEC;30;d;yes;chronic
5;Insects;LOEC;30;mi;no;
1;Insects;LOEC;300;d;yes;chronic
3;Insects;LOEC;31;d;yes;chronic
2;Insects;LOEC;32;d;yes;chronic
2;Insects;LOEC;33;d;yes;chronic
2;Insects;LOEC;330;dd;no;
9;Insects;LOEC;35;d;yes;chronic
1;Insects;LOEC;36;d;yes;chronic
4;Insects;LOEC;36;h;no;
2;Insects;LOEC;38;d;yes;chronic
4;Insects;LOEC;39;d;yes;chronic
1;Insects;LOEC;390;d;yes;chronic
6;Insects;LOEC;42;d;yes;chronic
11;Insects;LOEC;43;d;yes;chronic
2;Insects;LOEC;45;d;yes;chronic
2;Insects;LOEC;46;d;yes;chronic
2;Insects;LOEC;47;d;yes;chronic
3;Insects;LOEC;48;d;yes;chronic
85;Insects;LOEC;48;h;no;
1;Insects;LOEC;50;d;yes;chronic
1;Insects;LOEC;51;d;yes;chronic
4;Insects;LOEC;52;d;yes;chronic
1;Insects;LOEC;53;d;yes;chronic
2;Insects;LOEC;54;d;yes;chronic
3;Insects;LOEC;55;d;yes;chronic
4;Insects;LOEC;56;d;yes;chronic
1;Insects;LOEC;57;d;yes;chronic
2;Insects;LOEC;58;d;yes;chronic
4;Insects;LOEC;6;d;yes;chronic
4;Insects;LOEC;6;h;no;
2;Insects;LOEC;60;d;yes;chronic
6;Insects;LOEC;60;mi;no;
1;Insects;LOEC;61;d;yes;chronic
2;Insects;LOEC;64;d;yes;chronic
50;Insects;LOEC;7;d;yes;chronic
1;Insects;LOEC;7;h;no;
4;Insects;LOEC;70;d;yes;chronic
28;Insects;LOEC;72;h;no;
3;Insects;LOEC;73;d;yes;chronic
1;Insects;LOEC;74;d;yes;chronic
14;Insects;LOEC;8;d;yes;chronic
1;Insects;LOEC;84;d;yes;chronic
26;Insects;LOEC;9;d;yes;chronic
2;Insects;LOEC;90;d;yes;chronic
4;Insects;LOEC;90;mi;no;
1;Insects;LOEC;91;d;yes;chronic
70;Insects;LOEC;96;h;no;
1;Insects;LOEC;96.5;h;no;
1;Insects;LOEC;97;d;yes;chronic
28;Insects;LOEC;NR;d;no;
2;Insects;LOEC;NR;dpe;no;
20;Insects;LOEC;NR;em;no;
3;Insects;LOEC;NR;ep;no;
2;Insects;LOEC;NR;h;no;
36;Insects;LOEC;NR;ht;no;
2;Insects;LOEC;NR;ma;no;
1;Insects;LOEL;;em;no;
31;Insects;LOEL;1;yr;yes;chronic
26;Insects;LOEL;10;d;yes;chronic
5;Insects;LOEL;10;dpe;no;
1;Insects;LOEL;10;mi;no;
4;Insects;LOEL;105;d;yes;chronic
6;Insects;LOEL;11;d;yes;chronic
2;Insects;LOEL;112;d;yes;chronic
3;Insects;LOEL;12;d;yes;chronic
15;Insects;LOEL;12;h;no;
5;Insects;LOEL;120;d;yes;chronic
24;Insects;LOEL;120;h;no;
2;Insects;LOEL;120;mi;no;
1;Insects;LOEL;127;d;yes;chronic
19;Insects;LOEL;13;d;yes;chronic
48;Insects;LOEL;14;d;yes;chronic
4;Insects;LOEL;142;d;yes;chronic
1;Insects;LOEL;145;d;yes;chronic
8;Insects;LOEL;15;d;yes;chronic
3;Insects;LOEL;15;mi;no;
2;Insects;LOEL;154;d;yes;chronic
3;Insects;LOEL;16;d;yes;chronic
2;Insects;LOEL;16;h;no;
1;Insects;LOEL;165;d;yes;chronic
7;Insects;LOEL;17;d;yes;chronic
4;Insects;LOEL;18;d;yes;chronic
1;Insects;LOEL;180;mi;no;
2;Insects;LOEL;182;d;yes;chronic
3;Insects;LOEL;19;d;yes;chronic
1;Insects;LOEL;19;h;no;
1;Insects;LOEL;2;dpe;no;
12;Insects;LOEL;2;yr;yes;chronic
16;Insects;LOEL;20;d;yes;chronic
18;Insects;LOEL;21;d;yes;chronic
4;Insects;LOEL;22;d;yes;chronic
2;Insects;LOEL;22;h;no;
4;Insects;LOEL;23;d;yes;chronic
22;Insects;LOEL;24;d;yes;chronic
102;Insects;LOEL;24;h;no;
2;Insects;LOEL;240;d;yes;chronic
5;Insects;LOEL;25;d;yes;chronic
2;Insects;LOEL;26;d;yes;chronic
1;Insects;LOEL;26.8;d;yes;chronic
5;Insects;LOEL;28;d;yes;chronic
2;Insects;LOEL;3;yr;yes;chronic
27;Insects;LOEL;30;d;yes;chronic
1;Insects;LOEL;30;h;no;
4;Insects;LOEL;32;d;yes;chronic
3;Insects;LOEL;33;d;yes;chronic
1;Insects;LOEL;34;d;yes;chronic
2;Insects;LOEL;35;d;yes;chronic
1;Insects;LOEL;36;d;yes;chronic
1;Insects;LOEL;38;d;yes;chronic
4;Insects;LOEL;39;d;yes;chronic
1;Insects;LOEL;40;d;yes;chronic
4;Insects;LOEL;42;d;yes;chronic
1;Insects;LOEL;44;d;yes;chronic
3;Insects;LOEL;45;d;yes;chronic
2;Insects;LOEL;45;mi;no;
1;Insects;LOEL;47;d;yes;chronic
4;Insects;LOEL;48;d;yes;chronic
65;Insects;LOEL;48;h;no;
9;Insects;LOEL;49;d;yes;chronic
2;Insects;LOEL;50;d;yes;chronic
2;Insects;LOEL;53;d;yes;chronic
1;Insects;LOEL;54;d;yes;chronic
2;Insects;LOEL;56;d;yes;chronic
3;Insects;LOEL;58;d;yes;chronic
14;Insects;LOEL;6;d;yes;chronic
1;Insects;LOEL;60;d;yes;chronic
1;Insects;LOEL;60;h;no;
7;Insects;LOEL;60;mi;no;
1;Insects;LOEL;6.1;d;yes;chronic
1;Insects;LOEL;63;d;yes;chronic
1;Insects;LOEL;690;d;yes;chronic
16;Insects;LOEL;7;d;yes;chronic
3;Insects;LOEL;70;d;yes;chronic
31;Insects;LOEL;72;h;no;
1;Insects;LOEL;75;d;yes;chronic
6;Insects;LOEL;8;d;yes;chronic
2;Insects;LOEL;8;h;no;
2;Insects;LOEL;80;d;yes;chronic
1;Insects;LOEL;82;d;yes;chronic
9;Insects;LOEL;84;d;yes;chronic
3;Insects;LOEL;9;d;yes;chronic
1;Insects;LOEL;9;h;no;
4;Insects;LOEL;90;d;yes;chronic
1;Insects;LOEL;90;h;no;
6;Insects;LOEL;91;d;yes;chronic
22;Insects;LOEL;96;h;no;
2;Insects;LOEL;98;d;yes;chronic
26;Insects;LOEL;NR;d;no;
18;Insects;LOEL;NR;em;no;
3;Insects;LOEL;NR;ep;no;
1;Insects;LOEL;NR;ge;no;
3;Insects;LOEL;NR;h;no;
1;Insects;LOEL;NR;hv;no;
3;Insects;LOEL;NR;lva;no;
5;Insects;LOEL;NR;lvp;no;
1;Insects;LOEL;NR;ma;no;
2;Insects;LOER;10;d;yes;chronic
1;Insects;LOER;20;d;yes;chronic
1;Insects;LOER;NR;ma;no;
1;Insects;LR10;48;h;no;
12;Insects;LR50;10;d;no;
2;Insects;LR50;48;h;yes;acute
5;Insects;LR50;96;h;yes;acute
2;Insects;LT100;120;h;no;
6;Insects;LT100;15;d;no;
2;Insects;LT100;18;d;no;
1;Insects;LT100;19;d;no;
2;Insects;LT100;6;d;no;
1;Insects;LT100;7;d;no;
3;Insects;LT100;8;d;no;
4;Insects;LT100;9;d;no;
2;Insects;LT100;96;h;no;
2;Insects;LT100/;115.2;mi;no;
1;Insects;LT100/;120;mi;no;
1;Insects;LT100/;160.2;mi;no;
3;Insects;LT100/;18;h;no;
1;Insects;LT100/;20;h;no;
1;Insects;LT100/;22;h;no;
1;Insects;LT100/;240;mi;no;
1;Insects;LT100/;25.2;mi;no;
1;Insects;LT100/;30;mi;no;
1;Insects;LT100/;300;mi;no;
2;Insects;LT100/;45;mi;no;
1;Insects;LT100/;5.08;h;no;
1;Insects;LT100/;5.5;h;no;
1;Insects;LT100/;6;h;no;
2;Insects;LT100/;60;mi;no;
1;Insects;LT100/;6.5;h;no;
1;Insects;LT100/;79.8;mi;no;
1;Insects;LT100/;94.8;mi;no;
1;Insects;LT50;0.0097;mi;no;
1;Insects;LT50;0.0259;mi;no;
1;Insects;LT50;0.0706;mi;no;
1;Insects;LT50;0.0708;mi;no;
1;Insects;LT50;0.136;mi;no;
1;Insects;LT50;0.142;mi;no;
1;Insects;LT50;0.2102;mi;no;
1;Insects;LT50;0.284;mi;no;
1;Insects;LT50;0.289;mi;no;
1;Insects;LT50;0.291;mi;no;
1;Insects;LT50;0.2912;mi;no;
1;Insects;LT50;0.342;mi;no;
1;Insects;LT50;0.361;mi;no;
1;Insects;LT50;0.398;mi;no;
1;Insects;LT50;0.708;mi;no;
1;Insects;LT50;0.7266;mi;no;
2;Insects;LT50;10;h;no;
1;Insects;LT50;100;h;yes;acute
1;Insects;LT50;102.1;mi;no;
1;Insects;LT50;10.3;h;no;
1;Insects;LT50;10.82083333;d;no;
1;Insects;LT50;108.7;h;yes;acute
1;Insects;LT50;108.86;mi;no;
1;Insects;LT50;10.9;d;no;
1;Insects;LT50;110;mi;no;
1;Insects;LT50;11.1;h;no;
1;Insects;LT50;11.2;d;no;
1;Insects;LT50;11.4;h;no;
1;Insects;LT50;11.65;mi;no;
1;Insects;LT50;120;h;yes;acute
1;Insects;LT50;120;mi;no;
1;Insects;LT50;12.0115;h;yes;acute
1;Insects;LT50;122.34;mi;no;
1;Insects;LT50;13.3;d;no;
1;Insects;LT50;138;mi;no;
1;Insects;LT50;14.5;h;yes;acute
1;Insects;LT50;156.92;mi;no;
1;Insects;LT50;15.9;d;no;
1;Insects;LT50;16.4;h;yes;acute
1;Insects;LT50;182.03;mi;no;
1;Insects;LT50;1.88;mi;no;
2;Insects;LT50;19.1;h;yes;acute
1;Insects;LT50;1.933;mi;no;
1;Insects;LT50;19.9;d;no;
1;Insects;LT50;20;h;yes;acute
1;Insects;LT50;202.08;mi;no;
1;Insects;LT50;20.25016667;h;yes;acute
1;Insects;LT50;20.4;h;yes;acute
1;Insects;LT50;20.5;h;yes;acute
1;Insects;LT50;2.076;mi;no;
1;Insects;LT50;20.9;h;yes;acute
1;Insects;LT50;210;mi;no;
1;Insects;LT50;22.4;h;yes;acute
1;Insects;LT50;22.6;h;yes;acute
1;Insects;LT50;22.7;h;yes;acute
1;Insects;LT50;23;h;yes;acute
1;Insects;LT50;231;mi;no;
1;Insects;LT50;23.9;d;no;
1;Insects;LT50;23.9;h;yes;acute
1;Insects;LT50;24;h;yes;acute
1;Insects;LT50;24.2;d;no;
1;Insects;LT50;2.43;mi;no;
1;Insects;LT50;24.4;h;yes;acute
1;Insects;LT50;244.6;mi;no;
1;Insects;LT50;244.82;mi;no;
1;Insects;LT50;24.7;d;no;
1;Insects;LT50;25;mi;no;
1;Insects;LT50;25.2;d;no;
1;Insects;LT50;256.4;mi;no;
1;Insects;LT50;26;mi;no;
2;Insects;LT50;2.63;mi;no;
1;Insects;LT50;26.7;h;yes;acute
1;Insects;LT50;26.9;h;yes;acute
1;Insects;LT50;27.8;h;yes;acute
1;Insects;LT50;28;mi;no;
1;Insects;LT50;28.1;d;no;
1;Insects;LT50;28.3;d;no;
1;Insects;LT50;28.6;h;yes;acute
4;Insects;LT50;29;d;no;
1;Insects;LT50;29;mi;no;
1;Insects;LT50;290.61;mi;no;
1;Insects;LT50;29.13;mi;no;
1;Insects;LT50;296.11;mi;no;
1;Insects;LT50;2.995;mi;no;
1;Insects;LT50;30;mi;no;
1;Insects;LT50;30.12;mi;no;
1;Insects;LT50;30.4;h;yes;acute
1;Insects;LT50;304.86;mi;no;
1;Insects;LT50;30.6;h;yes;acute
2;Insects;LT50;31;mi;no;
1;Insects;LT50;33;mi;no;
1;Insects;LT50;33.6;mi;no;
